TimeGenerated,AADTenantId,UserPrincipalName,UserId,UserDisplayName,UserType,SignInIdentifierType,AppDisplayName,AppId,ResourceDisplayName,IPAddress,Location,LocationDetails,IsInteractive,ClientAppUsed,UserAgent,DeviceDetail,AuthenticationMethodsUsed,AuthenticationProtocol,ConditionalAccessStatus,AppliedConditionalAccessPolicies,RiskLevelAggregated,RiskState,RiskEventTypes_V2,ResultType,ResultDescription,Status,CorrelationId,SessionId,SessionLifetimePolicies
2026-02-08T14:45:48.134817Z,11111111-2222-3333-4444-555555555555,svc-backup@contoso.com,46b994c4-c83e-5bd1-928b-fd9efba3100c,svc-backup,member,userPrincipalName,Microsoft Graph,00000003-0000-0000-c000-000000000000,Microsoft Graph,95.213.0.244,RU,"{""countryOrRegion"":""RU"",""city"":""Moscow"",""state"":""MOW"",""geoCoordinates"":{""latitude"":55.7558,""longitude"":37.6173}}",false,SMTP,python-requests/2.31.0,"{""deviceId"":""94f26eab-bf03-4432-98f9-0a0d85db9081"",""operatingSystem"":""iOS 17"",""browser"":""Edge"",""isManaged"":false,""isCompliant"":false}",Password;SMS,none,failure,[],medium,dismissed,unfamiliarFeatures,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",591a79ac-9f0e-4d96-a873-43f1efb55869,51e97d10-7491-4db2-9e91-3f9e3a348877,SignInFrequency=8h;PersistentBrowser=disabled
2026-02-05T05:44:48.134817Z,11111111-2222-3333-4444-555555555555,evan.guest@fabrikam.com,a16014ba-de70-541e-9f4c-349b24ff9369,Evan Guest,guest,userPrincipalName,Azure Portal,797f4846-ba00-4fd7-ba43-dac1f8f63013,Azure Resource Manager,95.213.0.229,RU,"{""countryOrRegion"":""RU"",""city"":""Moscow"",""state"":""MOW"",""geoCoordinates"":{""latitude"":55.7558,""longitude"":37.6173}}",true,Exchange ActiveSync,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,"{""deviceId"":""30d98de1-1e5d-4918-a5f2-a01d5deb6593"",""operatingSystem"":""macOS 14"",""browser"":""MobileSafari"",""isManaged"":false,""isCompliant"":false}",FIDO2,saml20,notApplied,[],high,remediated,anonymizedIPAddress,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",172ece93-a139-4712-9913-9c05e77aa1ab,7ae00464-90e6-419e-9583-b8e4f1640ce7,
2026-02-07T08:26:48.134817Z,11111111-2222-3333-4444-555555555555,hr.manager@contoso.com,af07f27e-b4d8-56cf-9578-7a166cd954f3,HR Manager,member,userPrincipalName,VPN SSO Gateway,c1a0a8e4-0f19-4f4b-9a9b-21c6f6a5b0b2,VPN Gateway,103.21.244.220,IN,"{""countryOrRegion"":""IN"",""city"":""Kolkata"",""state"":""WB"",""geoCoordinates"":{""latitude"":22.5726,""longitude"":88.3639}}",false,Other clients,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,"{""deviceId"":""91993577-be22-40e4-b8b7-d7ab5d90299b"",""operatingSystem"":""Windows 11"",""browser"":""Safari"",""isManaged"":true,""isCompliant"":false}",Password;Authenticator App,wsFederation,failure,"[{""name"":""Sign-in risk policy"",""result"":""failure""},{""name"":""Require MFA for Admins"",""result"":""success""},{""name"":""Block legacy auth"",""result"":""success""}]",hidden,dismissed,suspiciousIPAddress,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",37d552d0-4f3f-4869-bdfd-3838e7e6c7ff,56507d3b-180e-4200-8d31-1a746e2cfe4e,
2026-02-07T04:07:48.134817Z,11111111-2222-3333-4444-555555555555,chandan.das@contoso.com,ce353cc5-319f-5f9d-a29e-c82b18da36ba,Chandan Das,member,userPrincipalName,VPN SSO Gateway,c1a0a8e4-0f19-4f4b-9a9b-21c6f6a5b0b2,VPN Gateway,5.30.0.236,AE,"{""countryOrRegion"":""AE"",""city"":""Dubai"",""state"":""DU"",""geoCoordinates"":{""latitude"":25.2048,""longitude"":55.2708}}",true,Browser,Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,"{""deviceId"":""b3d7a1c4-2f42-4e36-859c-b30760a0a151"",""operatingSystem"":""iOS 17"",""browser"":""Edge"",""isManaged"":true,""isCompliant"":false}",PTA;Password,ropc,success,"[{""name"":""Require compliant device"",""result"":""success""},{""name"":""Block legacy auth"",""result"":""success""},{""name"":""Sign-in risk policy"",""result"":""success""}]",high,atRisk,leakedCredentials,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",b70bc7a0-d819-4cb0-a8e2-d79a99d6de24,f905e96f-7647-480c-a245-021e998c06b4,SignInFrequency=8h;PersistentBrowser=disabled
2026-02-06T21:14:48.134817Z,11111111-2222-3333-4444-555555555555,evan.guest@fabrikam.com,a16014ba-de70-541e-9f4c-349b24ff9369,Evan Guest,guest,userPrincipalName,VPN SSO Gateway,c1a0a8e4-0f19-4f4b-9a9b-21c6f6a5b0b2,VPN Gateway,177.54.0.65,BR,"{""countryOrRegion"":""BR"",""city"":""Sao Paulo"",""state"":""SP"",""geoCoordinates"":{""latitude"":-23.5505,""longitude"":-46.6333}}",true,Other clients,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,"{""deviceId"":""966b5d78-6d49-493f-8f00-dd023b7d7e15"",""operatingSystem"":""Windows 11"",""browser"":""Edge"",""isManaged"":true,""isCompliant"":false}",PTA;Password,none,failure,"[{""name"":""Block legacy auth"",""result"":""failure""}]",none,none,none,50055,Password is expired,"{""errorCode"":50055,""failureReason"":""Password is expired"",""additionalDetails"":null}",daf952c8-fec3-4a4f-9210-23787b6be652,e7b96eaf-4740-4f13-b717-c4ecba670402,
2026-02-08T23:43:48.134817Z,11111111-2222-3333-4444-555555555555,disha.mukherjee@contoso.com,db4fe0e3-aa4a-50fa-9e76-f2dbe937a566,Disha Mukherjee,member,userPrincipalName,SharePoint Online,00000003-0000-0ff1-ce00-000000000000,SharePoint Online,13.229.0.197,SG,"{""countryOrRegion"":""SG"",""city"":""Singapore"",""state"":""SG"",""geoCoordinates"":{""latitude"":1.3521,""longitude"":103.8198}}",true,Exchange ActiveSync,python-requests/2.31.0,"{""deviceId"":""b8938bc3-6135-446d-a5ca-a9761a49ce5a"",""operatingSystem"":""macOS 14"",""browser"":""MobileSafari"",""isManaged"":false,""isCompliant"":false}",PHS;Password,ropc,success,"[{""name"":""Block legacy auth"",""result"":""success""},{""name"":""Require MFA for Admins"",""result"":""success""},{""name"":""Require compliant device"",""result"":""failure""}]",hidden,none,anonymizedIPAddress,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",1da8ac73-073b-4e95-b385-27609ccb7b0a,f3b7cd51-108a-45be-817e-42e395d54796,
2026-02-03T17:32:48.134817Z,11111111-2222-3333-4444-555555555555,evan.guest@fabrikam.com,a16014ba-de70-541e-9f4c-349b24ff9369,Evan Guest,guest,userPrincipalName,VPN SSO Gateway,c1a0a8e4-0f19-4f4b-9a9b-21c6f6a5b0b2,VPN Gateway,103.21.244.204,IN,"{""countryOrRegion"":""IN"",""city"":""Bengaluru"",""state"":""KA"",""geoCoordinates"":{""latitude"":12.9716,""longitude"":77.5946}}",true,POP,python-requests/2.31.0,"{""deviceId"":""378930d9-622c-4504-babb-6581a6f9cdc6"",""operatingSystem"":""iOS 17"",""browser"":""Chrome"",""isManaged"":false,""isCompliant"":false}",PHS;Password,deviceCode,notApplied,"[{""name"":""Block legacy auth"",""result"":""success""},{""name"":""Sign-in risk policy"",""result"":""success""},{""name"":""Require MFA for Admins"",""result"":""success""}]",none,remediated,suspiciousIPAddress,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",dbabaa6b-3a0e-4bf6-a673-7826d295a071,25d15e45-fb11-431a-8995-7e3030e9b28a,SignInFrequency=8h;PersistentBrowser=disabled
2026-02-05T15:28:48.134817Z,11111111-2222-3333-4444-555555555555,app.spn@contoso.com,acb8bfdf-c360-5893-87ee-995496e973b4,App Service Principal,member,userPrincipalName,VPN SSO Gateway,c1a0a8e4-0f19-4f4b-9a9b-21c6f6a5b0b2,VPN Gateway,5.30.0.120,AE,"{""countryOrRegion"":""AE"",""city"":""Dubai"",""state"":""DU"",""geoCoordinates"":{""latitude"":25.2048,""longitude"":55.2708}}",false,MAPI,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 Version/17.0 Mobile/15E148 Safari/604.1,"{""deviceId"":""0d7e953d-1e93-4579-a689-353b9e798579"",""operatingSystem"":""Android 14"",""browser"":""MobileSafari"",""isManaged"":false,""isCompliant"":false}",Password;App Verification code,saml20,failure,"[{""name"":""Require MFA for Admins"",""result"":""success""},{""name"":""Sign-in risk policy"",""result"":""success""}]",low,remediated,unfamiliarFeatures,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",983e7ebb-d086-412d-a681-b37e44c9810e,49372c84-5df6-4bc9-bfdb-57e4ac0d4a8a,
2026-02-04T23:38:48.134817Z,11111111-2222-3333-4444-555555555555,finance.admin@contoso.com,5047fbe0-87a1-518e-9cdf-62d2c069d932,Finance Admin,member,userPrincipalName,VPN SSO Gateway,c1a0a8e4-0f19-4f4b-9a9b-21c6f6a5b0b2,VPN Gateway,13.229.0.88,SG,"{""countryOrRegion"":""SG"",""city"":""Singapore"",""state"":""SG"",""geoCoordinates"":{""latitude"":1.3521,""longitude"":103.8198}}",true,MAPI,python-requests/2.31.0,"{""deviceId"":""2b861fab-3130-4759-908f-52c7f3989076"",""operatingSystem"":""Windows 11"",""browser"":""Safari"",""isManaged"":false,""isCompliant"":false}",PTA;Password,oAuth2,success,"[{""name"":""Sign-in risk policy"",""result"":""success""},{""name"":""Require MFA for Admins"",""result"":""success""},{""name"":""Require MFA for All Users"",""result"":""notApplied""}]",high,dismissed,maliciousIPAddress,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",97e9ce5a-bf11-4b93-8363-e77044488c4d,a36496d5-a353-4bbe-b7c8-f1b37b019ccf,
2026-02-05T08:09:48.134817Z,11111111-2222-3333-4444-555555555555,evan.guest@fabrikam.com,a16014ba-de70-541e-9f4c-349b24ff9369,Evan Guest,guest,userPrincipalName,Custom HR App,8d3b1c2a-7f8f-4c7e-9a3c-8d9c7a6b5f44,Custom HR App,95.213.0.122,RU,"{""countryOrRegion"":""RU"",""city"":""Moscow"",""state"":""MOW"",""geoCoordinates"":{""latitude"":55.7558,""longitude"":37.6173}}",true,SMTP,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{""deviceId"":""59626795-6ac0-48b3-919e-77daacb3c15b"",""operatingSystem"":""Windows 10"",""browser"":""Edge"",""isManaged"":false,""isCompliant"":true}",Password;Authenticator App,ropc,failure,"[{""name"":""Block legacy auth"",""result"":""failure""}]",medium,atRisk,suspiciousIPAddress,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",6d5aa1b2-ba0f-4371-a2ff-bd698c0f9c38,b9d59490-ed4b-4b4d-acb5-61e705669843,
2026-02-09T06:42:48.134817Z,11111111-2222-3333-4444-555555555555,svc-backup@contoso.com,46b994c4-c83e-5bd1-928b-fd9efba3100c,svc-backup,member,userPrincipalName,Microsoft Graph,00000003-0000-0000-c000-000000000000,Microsoft Graph,13.229.0.252,SG,"{""countryOrRegion"":""SG"",""city"":""Singapore"",""state"":""SG"",""geoCoordinates"":{""latitude"":1.3521,""longitude"":103.8198}}",false,Other clients,python-requests/2.31.0,"{""deviceId"":""f94adf29-0f37-4f9a-95f5-3510ea19f0da"",""operatingSystem"":""Windows 10"",""browser"":""MobileSafari"",""isManaged"":false,""isCompliant"":false}",Password;Authenticator App,none,notApplied,"[{""name"":""Sign-in risk policy"",""result"":""success""}]",medium,none,unfamiliarFeatures,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",1e38b0a8-f235-40d7-8465-3ad63cd624bb,e20f44d4-b348-4be3-91ba-f002a3d713dc,
2026-02-02T17:03:48.134817Z,11111111-2222-3333-4444-555555555555,app.spn@contoso.com,acb8bfdf-c360-5893-87ee-995496e973b4,App Service Principal,member,userPrincipalName,Azure Portal,797f4846-ba00-4fd7-ba43-dac1f8f63013,Azure Resource Manager,5.30.0.123,AE,"{""countryOrRegion"":""AE"",""city"":""Dubai"",""state"":""DU"",""geoCoordinates"":{""latitude"":25.2048,""longitude"":55.2708}}",false,POP,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,"{""deviceId"":""a2f4e4c5-00c6-4886-9a6c-e186584ba5e3"",""operatingSystem"":""iOS 17"",""browser"":""Chrome"",""isManaged"":false,""isCompliant"":false}",Password;Authenticator App,oAuth2,failure,[],none,remediated,unlikelyTravel,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",3d35ede0-3134-4ba3-b5fa-1d5a36caa31f,f83ca45d-c16d-42b1-851f-86a65118be71,
2026-02-08T23:24:48.134817Z,11111111-2222-3333-4444-555555555555,evan.guest@fabrikam.com,a16014ba-de70-541e-9f4c-349b24ff9369,Evan Guest,guest,userPrincipalName,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams,18.184.0.31,DE,"{""countryOrRegion"":""DE"",""city"":""Frankfurt"",""state"":""HE"",""geoCoordinates"":{""latitude"":50.1109,""longitude"":8.6821}}",false,IMAP,python-requests/2.31.0,"{""deviceId"":""00cc1c15-2f9b-4c94-8d72-0010b1ec54c0"",""operatingSystem"":""Android 14"",""browser"":""Chrome"",""isManaged"":false,""isCompliant"":false}",FIDO2,deviceCode,failure,[],medium,dismissed,maliciousIPAddress,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",887858c2-fe74-498d-ad06-ad7dfc356b44,d1093320-3e33-48c5-885f-c1f41ee6d37d,SignInFrequency=8h;PersistentBrowser=disabled
2026-02-04T22:27:48.134817Z,11111111-2222-3333-4444-555555555555,disha.mukherjee@contoso.com,db4fe0e3-aa4a-50fa-9e76-f2dbe937a566,Disha Mukherjee,member,userPrincipalName,Azure Portal,797f4846-ba00-4fd7-ba43-dac1f8f63013,Azure Resource Manager,103.21.244.41,IN,"{""countryOrRegion"":""IN"",""city"":""Bengaluru"",""state"":""KA"",""geoCoordinates"":{""latitude"":12.9716,""longitude"":77.5946}}",true,Exchange ActiveSync,python-requests/2.31.0,"{""deviceId"":""2577b118-f8da-42f5-a09e-b76742f4ac31"",""operatingSystem"":""Linux"",""browser"":""Safari"",""isManaged"":true,""isCompliant"":false}",Password;SMS,oAuth2,failure,"[{""name"":""Require compliant device"",""result"":""failure""}]",high,none,anonymizedIPAddress,50076,Strong authentication is required,"{""errorCode"":50076,""failureReason"":""Strong authentication is required"",""additionalDetails"":null}",cd39bdf2-dbde-490a-a777-63118e613c9b,22b8cf56-3b13-4761-92aa-1644ab43a72b,
2026-02-04T19:44:48.134817Z,11111111-2222-3333-4444-555555555555,hr.manager@contoso.com,af07f27e-b4d8-56cf-9578-7a166cd954f3,HR Manager,member,userPrincipalName,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams,18.184.0.166,DE,"{""countryOrRegion"":""DE"",""city"":""Frankfurt"",""state"":""HE"",""geoCoordinates"":{""latitude"":50.1109,""longitude"":8.6821}}",true,MAPI,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,"{""deviceId"":""f3e757c2-64ba-4cd1-9999-8b4c4fbc7799"",""operatingSystem"":""Linux"",""browser"":""Safari"",""isManaged"":false,""isCompliant"":false}",Password,oAuth2,notApplied,"[{""name"":""Sign-in risk policy"",""result"":""success""},{""name"":""Require MFA for Admins"",""result"":""success""},{""name"":""Require compliant device"",""result"":""failure""}]",high,none,unfamiliarFeatures,50055,Password is expired,"{""errorCode"":50055,""failureReason"":""Password is expired"",""additionalDetails"":null}",3e8ddd1d-698a-4a69-aa29-5b3de511646b,68323309-a29e-4239-b3b3-f2d583384152,
2026-02-07T11:41:48.134817Z,11111111-2222-3333-4444-555555555555,finance.admin@contoso.com,5047fbe0-87a1-518e-9cdf-62d2c069d932,Finance Admin,member,userPrincipalName,Microsoft Graph,00000003-0000-0000-c000-000000000000,Microsoft Graph,13.229.0.7,SG,"{""countryOrRegion"":""SG"",""city"":""Singapore"",""state"":""SG"",""geoCoordinates"":{""latitude"":1.3521,""longitude"":103.8198}}",true,IMAP,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{""deviceId"":""2dec1a03-6146-47cb-abd0-a39f7cbf36df"",""operatingSystem"":""Windows 10"",""browser"":""Edge"",""isManaged"":false,""isCompliant"":false}",PTA;Password,ropc,notApplied,"[{""name"":""Require compliant device"",""result"":""failure""},{""name"":""Block legacy auth"",""result"":""success""},{""name"":""Require MFA for All Users"",""result"":""notApplied""}]",none,none,none,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",5da722ba-e9e0-4edb-9dce-5485226c3087,49581644-676e-48aa-af13-6003d65e6d4b,
2026-02-08T03:59:48.134817Z,11111111-2222-3333-4444-555555555555,bob.roy@contoso.com,2725fc05-03e6-5416-ad76-7549fd098072,Bob Roy,member,userPrincipalName,SharePoint Online,00000003-0000-0ff1-ce00-000000000000,SharePoint Online,95.213.0.105,RU,"{""countryOrRegion"":""RU"",""city"":""Moscow"",""state"":""MOW"",""geoCoordinates"":{""latitude"":55.7558,""longitude"":37.6173}}",true,POP,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{""deviceId"":""c3694b37-f919-4325-88ec-699ef1c333a4"",""operatingSystem"":""macOS 14"",""browser"":""Firefox"",""isManaged"":false,""isCompliant"":true}",Password;App Verification code,oAuth2,failure,"[{""name"":""Require MFA for All Users"",""result"":""notApplied""},{""name"":""Require MFA for Admins"",""result"":""success""},{""name"":""Require compliant device"",""result"":""failure""}]",medium,atRisk,maliciousIPAddress,50076,Strong authentication is required,"{""errorCode"":50076,""failureReason"":""Strong authentication is required"",""additionalDetails"":null}",2aa41369-7e50-498b-ac07-9b0f82d51a74,c54da7ce-a24f-4ad8-ac4c-b5d4b7568ac2,
2026-02-03T04:31:48.134817Z,11111111-2222-3333-4444-555555555555,disha.mukherjee@contoso.com,db4fe0e3-aa4a-50fa-9e76-f2dbe937a566,Disha Mukherjee,member,userPrincipalName,Microsoft Graph,00000003-0000-0000-c000-000000000000,Microsoft Graph,95.213.0.160,RU,"{""countryOrRegion"":""RU"",""city"":""Moscow"",""state"":""MOW"",""geoCoordinates"":{""latitude"":55.7558,""longitude"":37.6173}}",false,Other clients,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/121.0 Safari/537.36,"{""deviceId"":""caff91b1-9ea1-4fce-8715-ccc1cf6fd88f"",""operatingSystem"":""Linux"",""browser"":""MobileSafari"",""isManaged"":true,""isCompliant"":false}",Password;Authenticator App,saml20,failure,"[{""name"":""Require compliant device"",""result"":""failure""}]",none,none,maliciousIPAddress,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",715eee51-e46d-4ccb-8af8-308c081a283d,5ad4a425-1ced-4ed8-920d-0d2e40aac87c,
2026-02-03T15:10:48.134817Z,11111111-2222-3333-4444-555555555555,disha.mukherjee@contoso.com,db4fe0e3-aa4a-50fa-9e76-f2dbe937a566,Disha Mukherjee,member,userPrincipalName,VPN SSO Gateway,c1a0a8e4-0f19-4f4b-9a9b-21c6f6a5b0b2,VPN Gateway,103.21.244.119,IN,"{""countryOrRegion"":""IN"",""city"":""Bengaluru"",""state"":""KA"",""geoCoordinates"":{""latitude"":12.9716,""longitude"":77.5946}}",true,Exchange ActiveSync,Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,"{""deviceId"":""1829185c-a428-4f11-bca6-9737f1f8cc34"",""operatingSystem"":""Windows 11"",""browser"":""Safari"",""isManaged"":false,""isCompliant"":true}",Password;Authenticator App,none,failure,"[{""name"":""Block legacy auth"",""result"":""failure""},{""name"":""Require MFA for All Users"",""result"":""notApplied""},{""name"":""Require MFA for Admins"",""result"":""success""}]",high,remediated,unfamiliarFeatures,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",625c6ac9-6546-47c9-a8f7-e0f2f4dd015d,ff4ca8d2-55e9-4c3f-b962-9f02b44d4720,SignInFrequency=8h;PersistentBrowser=disabled
2026-02-07T07:01:48.134817Z,11111111-2222-3333-4444-555555555555,finance.admin@contoso.com,5047fbe0-87a1-518e-9cdf-62d2c069d932,Finance Admin,member,userPrincipalName,VPN SSO Gateway,c1a0a8e4-0f19-4f4b-9a9b-21c6f6a5b0b2,VPN Gateway,13.229.0.211,SG,"{""countryOrRegion"":""SG"",""city"":""Singapore"",""state"":""SG"",""geoCoordinates"":{""latitude"":1.3521,""longitude"":103.8198}}",true,MAPI,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{""deviceId"":""5d64689b-035a-4d7e-853b-6a8075d46264"",""operatingSystem"":""Android 14"",""browser"":""Safari"",""isManaged"":false,""isCompliant"":false}",Password;App Verification code,wsFederation,notApplied,"[{""name"":""Sign-in risk policy"",""result"":""success""},{""name"":""Require compliant device"",""result"":""failure""},{""name"":""Require MFA for Admins"",""result"":""success""}]",low,remediated,unfamiliarFeatures,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",d0235c0d-4d72-4945-98ca-622f584cd248,e163b890-fd0a-494e-9a03-4073d79149bc,SignInFrequency=8h;PersistentBrowser=disabled
2026-02-05T06:55:48.134817Z,11111111-2222-3333-4444-555555555555,app.spn@contoso.com,acb8bfdf-c360-5893-87ee-995496e973b4,App Service Principal,member,userPrincipalName,SharePoint Online,00000003-0000-0ff1-ce00-000000000000,SharePoint Online,18.184.0.220,DE,"{""countryOrRegion"":""DE"",""city"":""Frankfurt"",""state"":""HE"",""geoCoordinates"":{""latitude"":50.1109,""longitude"":8.6821}}",false,Browser,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 Version/17.0 Mobile/15E148 Safari/604.1,"{""deviceId"":""3857111c-9d1a-41c6-873b-b9c303afdcf2"",""operatingSystem"":""Windows 10"",""browser"":""Edge"",""isManaged"":false,""isCompliant"":false}",FIDO2,none,failure,"[{""name"":""Require MFA for Admins"",""result"":""failure""},{""name"":""Sign-in risk policy"",""result"":""success""}]",low,remediated,unfamiliarFeatures,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",2ac27485-8c5e-4a8b-b1f0-7957af8159a0,842005fe-e17e-493c-af73-98f03a4cf725,SignInFrequency=8h;PersistentBrowser=disabled
2026-02-02T17:54:48.134817Z,11111111-2222-3333-4444-555555555555,chandan.das@contoso.com,ce353cc5-319f-5f9d-a29e-c82b18da36ba,Chandan Das,member,userPrincipalName,SharePoint Online,00000003-0000-0ff1-ce00-000000000000,SharePoint Online,52.170.12.20,US,"{""countryOrRegion"":""US"",""city"":""Seattle"",""state"":""WA"",""geoCoordinates"":{""latitude"":47.6062,""longitude"":-122.3321}}",false,MAPI,Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 Version/17.0 Mobile/15E148 Safari/604.1,"{""deviceId"":""9a173428-e5a6-4e11-886c-a85894eaa9fc"",""operatingSystem"":""Android 14"",""browser"":""Safari"",""isManaged"":false,""isCompliant"":false}",PHS;Password,ropc,success,"[{""name"":""Require MFA for All Users"",""result"":""success""},{""name"":""Require MFA for Admins"",""result"":""success""},{""name"":""Require compliant device"",""result"":""failure""}]",none,none,none,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",08a26183-a603-4886-9b8e-26989903a53a,2dd34d4d-d5a7-4830-b360-426a7071afe3,
2026-02-05T20:11:48.134817Z,11111111-2222-3333-4444-555555555555,disha.mukherjee@contoso.com,db4fe0e3-aa4a-50fa-9e76-f2dbe937a566,Disha Mukherjee,member,userPrincipalName,Custom HR App,8d3b1c2a-7f8f-4c7e-9a3c-8d9c7a6b5f44,Custom HR App,103.21.244.112,IN,"{""countryOrRegion"":""IN"",""city"":""Bengaluru"",""state"":""KA"",""geoCoordinates"":{""latitude"":12.9716,""longitude"":77.5946}}",true,Mobile Apps and Desktop clients,Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,"{""deviceId"":""48375824-1e20-41e3-b89e-ea84ea5cfe4b"",""operatingSystem"":""macOS 14"",""browser"":""Firefox"",""isManaged"":false,""isCompliant"":false}",PHS;Password,saml20,success,"[{""name"":""Block legacy auth"",""result"":""success""}]",medium,none,unlikelyTravel,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",99578771-ec00-422a-b3a6-ab48e35ee462,8a0766b6-6e06-434a-9283-f61d4cfb3569,
2026-02-04T14:53:48.134817Z,11111111-2222-3333-4444-555555555555,chandan.das@contoso.com,ce353cc5-319f-5f9d-a29e-c82b18da36ba,Chandan Das,member,userPrincipalName,Office 365 Exchange Online,00000002-0000-0ff1-ce00-000000000000,Exchange Online,103.21.244.157,IN,"{""countryOrRegion"":""IN"",""city"":""Bengaluru"",""state"":""KA"",""geoCoordinates"":{""latitude"":12.9716,""longitude"":77.5946}}",false,IMAP,Mozilla/5.0 (Linux; Android 14; Pixel 7) AppleWebKit/537.36 Chrome/120.0 Mobile Safari/537.36,"{""deviceId"":""b8b39abe-c2de-489d-b2db-3b9cee16f27f"",""operatingSystem"":""Windows 10"",""browser"":""Safari"",""isManaged"":false,""isCompliant"":false}",Password;SMS,ropc,failure,"[{""name"":""Sign-in risk policy"",""result"":""failure""},{""name"":""Require compliant device"",""result"":""failure""}]",medium,dismissed,maliciousIPAddress,53003,Access blocked by Conditional Access,"{""errorCode"":53003,""failureReason"":""Access blocked by Conditional Access"",""additionalDetails"":null}",6d72267a-dd77-4ed3-86b6-c4652ee8b594,ec062c8d-d6ed-49f1-8cd1-5a1ce3bfbca6,
2026-02-06T22:45:48.134817Z,11111111-2222-3333-4444-555555555555,it.support@contoso.com,2780718e-2d6d-57ff-9feb-54d8abb82e62,IT Support,member,userPrincipalName,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams,18.184.0.98,DE,"{""countryOrRegion"":""DE"",""city"":""Frankfurt"",""state"":""HE"",""geoCoordinates"":{""latitude"":50.1109,""longitude"":8.6821}}",true,MAPI,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{""deviceId"":""6139de2c-bfa3-489b-98d1-7228af95533a"",""operatingSystem"":""Android 14"",""browser"":""Chrome"",""isManaged"":false,""isCompliant"":false}",Password,wsFederation,notApplied,"[{""name"":""Require compliant device"",""result"":""failure""},{""name"":""Block legacy auth"",""result"":""success""},{""name"":""Require MFA for All Users"",""result"":""notApplied""}]",medium,none,unfamiliarFeatures,0,Success,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":null}",f0a201e5-c96a-49b7-8130-dd5f7ab06616,077e4fa8-092a-44cc-b68e-5b263702877f,SignInFrequency=8h;PersistentBrowser=disabled
